,Descargá este archivo para editar haciendo click en Archivo/Descargar/Descargar como Excel,Lista de Precios,,,,Coef.costo,"0,63000",,Bonficacion General,"30,00 %"
,,,,,,Aumento,,,Descuento de Caja,"10,00 %"
,,Cotizador General,,,,Margen,,,IVA,
,,,,,,Coef./vta,"1,00000",,Descuento Extra,
,,1 de abril de 2026,,,,COTIZADOR,,,Total,"0,00"
Cód.,Rubro,Detalle Patron,Detalle Artículo,Precio,,Dto Extra,Costo,Venta,Cant.,SubTotal
92041,A01 AWADUCT SIST,CODO AWADUCT,45° HH 50,"1140,22",,,"718,34","718,34",,"0,00"
92042,A01 AWADUCT SIST,CODO AWADUCT,45° HH 63*,"1826,84",,,"1150,91","1.150,91",,"0,00"
92045,A01 AWADUCT SIST,CODO AWADUCT,90° HH  40**,"862,48",,,"543,36","543,36",,"0,00"
92046,A01 AWADUCT SIST,CODO AWADUCT,90° HH  50*,"1140,22",,,"718,34","718,34",,"0,00"
92047,A01 AWADUCT SIST,CODO AWADUCT,90° HH  63*,"1913,66",,,"1205,61","1.205,61",,"0,00"
92055,A01 AWADUCT SIST,CODO AWADUCT,87°30nMH 110 C.B/A.IMP,"9623,94",,,"6063,08","6.063,08",,"0,00"
92075,A01 AWADUCT SIST,CODO AWADUCT,C/R.MACHO AWADUCT 40.11/4,"1219,16",,,"768,07","768,07",,"0,00"
92093,A01 AWADUCT SIST,CODO AWADUCT,15° MH 110,"6107,37",,,"3847,64","3.847,64",,"0,00"
92094,A01 AWADUCT SIST,CODO AWADUCT,30° MH 110,"6107,37",,,"3847,64","3.847,64",,"0,00"
92095,A01 AWADUCT SIST,CODO AWADUCT,67°30nMH 110,"6107,37",,,"3847,64","3.847,64",,"0,00"
92100,A01 AWADUCT SIST,CODO AWADUCT,HH 40MM POLIANGULAR,"1679,03",,,"1057,79","1.057,79",,"0,00"
92103,A01 AWADUCT SIST,CODO AWADUCT,MH 40**POLIANGULAR,"1679,03",,,"1057,79","1.057,79",,"0,00"
92105,A01 AWADUCT SIST,CODO AWADUCT,HH 50** POLIANGULAR,"1915,54",,,"1206,79","1.206,79",,"0,00"
92107,A01 AWADUCT SIST,CODO AWADUCT,MH 50** POLIANGULAR,"1915,54",,,"1206,79","1.206,79",,"0,00"
92112,A01 AWADUCT SIST,CODO AWADUCT,HH 63 POLIANGULAR,"3244,38",,,"2043,96","2.043,96",,"0,00"
92113,A01 AWADUCT SIST,CODO AWADUCT,MH 63 POLIANGULAR,"3244,38",,,"2043,96","2.043,96",,"0,00"
92240,A01 AWADUCT SIST,CODO AWADUCT,45° HHC Ø40 C/SUJEC.,"1063,56",,,"670,04","670,04",,"0,00"
92241,A01 AWADUCT SIST,CODO AWADUCT,45° HHC Ø50 C/SUJEC.,"1482,17",,,"933,77","933,77",,"0,00"
92242,A01 AWADUCT SIST,CODO AWADUCT,45° HHC Ø63 C/SUJEC.,"2374,81",,,"1496,13","1.496,13",,"0,00"
92243,A01 AWADUCT SIST,CODO AWADUCT,45° HHC 110*,"3993,78",,,"2516,08","2.516,08",,"0,00"
92245,A01 AWADUCT SIST,CODO AWADUCT,87 30° HHC Ø40 C/SUJEC.,"1120,96",,,"706,20","706,20",,"0,00"
92246,A01 AWADUCT SIST,CODO AWADUCT,87 30° HHC Ø50 C/SUJEC.,"1482,17",,,"933,77","933,77",,"0,00"
92247,A01 AWADUCT SIST,CODO AWADUCT,87 30° HHC Ø63 C/SUJEC.,"2487,66",,,"1567,23","1.567,23",,"0,00"
92248,A01 AWADUCT SIST,CODO AWADUCT,87° HHC 110*,"4331,47",,,"2728,83","2.728,83",,"0,00"
92252,A01 AWADUCT SIST,CODO AWADUCT,45° HH 32**,"730,37",,,"460,13","460,13",,"0,00"
92254,A01 AWADUCT SIST,CODO AWADUCT,90° 110 C/DOBLE INSPECCION,"11995,24",,,"7557,00","7.557,00",,"0,00"
92255,A01 AWADUCT SIST,CODO AWADUCT, 45°  110 ALTO IMPACTO,"8663,77",,,"5458,18","5.458,18",,"0,00"
92265,A01 AWADUCT SIST,CODO AWADUCT,87º30' HH 32**,"730,37",,,"460,13","460,13",,"0,00"
92503,A01 AWADUCT SIST,CODO AWADUCT,"45° MH 63"" INTEMPERIE","1779,51",,,"1121,09","1.121,09",,"0,00"
92504,A01 AWADUCT SIST,CODO AWADUCT,45° MH 110** INTEMPERIE,"3833,14",,,"2414,88","2.414,88",,"0,00"
92506,A01 AWADUCT SIST,CODO AWADUCT,87º30´ MH 50 INTEMPERIE,"1062,04",,,"669,09","669,09",,"0,00"
92507,A01 AWADUCT SIST,CODO AWADUCT,90º MH 63** INTEMPERIE,"1880,97",,,"1185,01","1.185,01",,"0,00"
92508,A01 AWADUCT SIST,CODO AWADUCT,90° MH 110** INTEMPERIE,"4161,7",,,"2621,87","2.621,87",,"0,00"
92517,A01 AWADUCT SIST,CODO AWADUCT,87°30 MH 110 C/BASE INTEMPERIE,"5530,52",,,"3484,23","3.484,23",,"0,00"
92541,A01 AWADUCT SIST,CODO AWADUCT,45º HH 50 INTEMPERIE,"1310,95",,,"825,90","825,90",,"0,00"
92542,A01 AWADUCT SIST,CODO AWADUCT,45º HH 63 INTEMPERIE,"2104,82",,,"1326,04","1.326,04",,"0,00"
92547,A01 AWADUCT SIST,CODO AWADUCT,87°30´ HH 63 RIGID,"2198,09",,,"1384,80","1.384,80",,"0,00"
92743,A01 AWADUCT SIST,CODO AWADUCT,45° H-HC 110 INTEMPERIE,"4592,59",,,"2893,33","2.893,33",,"0,00"
96001,A01 AWADUCT SIST,CODO AWADUCT,87°30MH 160,33256,,,"20951,28","20.951,28",,"0,00"
96002,A01 AWADUCT SIST,CODO AWADUCT,45° MH 160,"23944,92",,,"15085,30","15.085,30",,"0,00"
96501,A01 AWADUCT SIST,CODO AWADUCT,87°30 MH 160 INTEMPERIE,"35640,29",,,"22453,38","22.453,38",,"0,00"
96502,A01 AWADUCT SIST,CODO AWADUCT,45° MH 160 INTEMPERIE,"27536,65",,,"17348,09","17.348,09",,"0,00"
92257,A01 AWADUCT SIST,CODO HEMBRA CORTA AWADUCT HH,50,"1490,57",,,"939,06","939,06",,"0,00"
92073,A01 AWADUCT SIST,CODO RED.AWADUCT,MH 40.32,"969,57",,,"610,83","610,83",,"0,00"
98842,A01 AWADUCT SIST,CODO TERRA 45°,100x100 H-H,"2707,3",,,"1705,60","1.705,60",,"0,00"
98843,A01 AWADUCT SIST,CODO TERRA 45°,110(118) HHC,"3262,06",,,"2055,10","2.055,10",,"0,00"
98844,A01 AWADUCT SIST,CODO TERRA 45°,160(M177xH177) H-HC,"23115,36",,,"14562,68","14.562,68",,"0,00"
98845,A01 AWADUCT SIST,CODO TERRA 45°,200(218x218) MH,"37106,05",,,"23376,81","23.376,81",,"0,00"
98943,A01 AWADUCT SIST,CODO TERRA 45°,CLAK H-HC 110(118x118),"9195,18",,,"5792,96","5.792,96",,"0,00"
98944,A01 AWADUCT SIST,CODO TERRA 45°,CLAK M-H 160(177x177),"42526,08",,,"26791,43","26.791,43",,"0,00"
98837,A01 AWADUCT SIST,CODO TERRA-AWAD.,110 MM 87º30,3716,,,"2341,08","2.341,08",,"0,00"
94051,A01 AWADUCT SIST,CORTA TUBOS AWADUCT,CORTA REFILA 40,"29898,56",,,"18836,09","18.836,09",,"0,00"
94052,A01 AWADUCT SIST,CORTA TUBOS AWADUCT,CORTA REFILA 50,"31345,48",,,"19747,65","19.747,65",,"0,00"
94053,A01 AWADUCT SIST,CORTA TUBOS AWADUCT,CORTA REFILA 63,"32792,26",,,"20659,12","20.659,12",,"0,00"
94054,A01 AWADUCT SIST,CORTA TUBOS AWADUCT,CORTA - REFILA 110,"47259,06",,,"29773,21","29.773,21",,"0,00"
94055,A01 AWADUCT SIST,CORTA TUBOS AWADUCT,CUCHILLA REFILADOR,"5830,53",,,"3673,23","3.673,23",,"0,00"
94056,A01 AWADUCT SIST,CORTA TUBOS AWADUCT,CUCHILLA REPUESTO,"5324,04",,,"3354,15","3.354,15",,"0,00"
94193,A01 AWADUCT SIST,CORTA TUBOS AWADUCT,REFILADOR 110,"7088,76",,,"4465,92","4.465,92",,"0,00"
92028,A01 AWADUCT SIST,CUPLA RED.AWADUCT MH,50.40,"1000,89",,,"630,56","630,56",,"0,00"
92029,A01 AWADUCT SIST,CUPLA RED.AWADUCT MH,63.50,"1148,39",,,"723,49","723,49",,"0,00"
92032,A01 AWADUCT SIST,CUPLA RED.AWADUCT MH,110.63,"2827,68",,,"1781,44","1.781,44",,"0,00"
92261,A01 AWADUCT SIST,CUPLA RED.AWADUCT MH,DE BOMBEO 110X2,3522,,,"2218,86","2.218,86",,"0,00"
92262,A01 AWADUCT SIST,CUPLA RED.AWADUCT MH,DE BOMBEO 110X2 1/2,"3739,48",,,"2355,87","2.355,87",,"0,00"
92263,A01 AWADUCT SIST,CUPLA RED.AWADUCT MH,DE BOMBEO 110X3,"4039,53",,,"2544,90","2.544,90",,"0,00"
92264,A01 AWADUCT SIST,CUPLA RED.AWADUCT MH,DE BOMBEO 110X4,"4153,29",,,"2616,57","2.616,57",,"0,00"
92532,A01 AWADUCT SIST,CUPLA RED.AWADUCT MH,110.63 INTEMPERIE,"3251,46",,,"2048,42","2.048,42",,"0,00"
96011,A01 AWADUCT SIST,CUPLA RED.AWADUCT MH,160.110,"21065,94",,,"13271,54","13.271,54",,"0,00"
96511,A01 AWADUCT SIST,CUPLA RED.AWADUCT MH,160.110 INTEMPERIE,"24225,53",,,"15262,08","15.262,08",,"0,00"
98846,A01 AWADUCT SIST,CUPLA TERRA,REDUCCIÓN 160X110 (177X118) MH,"19048,71",,,"12000,69","12.000,69",,"0,00"
98847,A01 AWADUCT SIST,CUPLA TERRA,REDUCCIÓN 200X160 (218X177) MH,"28285,08",,,"17819,60","17.819,60",,"0,00"
98849,A01 AWADUCT SIST,CUPLA TERRA,CORDON ANTIPLAGA 110/118,"28066,35",,,"17681,80","17.681,80",,"0,00"
98850,A01 AWADUCT SIST,CUPLA TERRA,PLUV.CORDON110(118)X.30,"19368,44",,,"12202,12","12.202,12",,"0,00"
98851,A01 AWADUCT SIST,CUPLA TERRA,PLUV.CORDON110(118)X.30 a 45ª,"19368,44",,,"12202,12","12.202,12",,"0,00"
98880,A01 AWADUCT SIST,CUPLA TERRA,REPARACIÓN  110 (H-H),"3107,88",,,"1957,96","1.957,96",,"0,00"
98881,A01 AWADUCT SIST,CUPLA TERRA,REPARACIÓN 160 (HH),"7456,31",,,"4697,48","4.697,48",,"0,00"
98882,A01 AWADUCT SIST,CUPLA TERRA,REPARACIÓN (H-H) 200,"12213,35",,,"7694,41","7.694,41",,"0,00"
98898,A01 AWADUCT SIST,CUPLA TERRA,CORDON METALICA 63MM,"13632,41",,,"8588,42","8.588,42",,"0,00"
98899,A01 AWADUCT SIST,CUPLA TERRA,CORDON METALICA 100MM,"16943,14",,,"10674,18","10.674,18",,"0,00"
98900,A01 AWADUCT SIST,CUPLA TERRA,CORDON METALICA 118MM,"24863,02",,,"15663,70","15.663,70",,"0,00"
98901,A01 AWADUCT SIST,CUPLA TERRA,CLAK (H-HC) 110 (118x118),"9030,43",,,"5689,17","5.689,17",,"0,00"
98902,A01 AWADUCT SIST,CUPLA TERRA,CLAK (H-HC) 160 (177x177),"15479,65",,,"9752,18","9.752,18",,"0,00"
92090,A01 AWADUCT SIST,CURVA AWA.,87°30MH 110*,"5428,92",,,"3420,22","3.420,22",,"0,00"
92187,A01 AWADUCT SIST,CURVA AWA.,"87°30MH 40""","1036,77",,,"653,17","653,17",,"0,00"
92188,A01 AWADUCT SIST,CURVA AWA.,87°30MH 50*,"1374,47",,,"865,92","865,92",,"0,00"
92189,A01 AWADUCT SIST,CURVA AWA.,87°30MH 63*,"2437,17",,,"1535,42","1.535,42",,"0,00"
92502,A01 AWADUCT SIST,CURVA AWA.,45ºMH 50* INTEMPERIE,"1060,01",,,"667,81","667,81",,"0,00"
98840,A01 AWADUCT SIST,CURVA TERRA 45°,CURVA TERRA 45° 110(118X118),"5324,02",,,"3354,13","3.354,13",,"0,00"
94250,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,SALIDA 40 BLANCA,"5169,47",,,"3256,77","3.256,77",,"0,00"
94251,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,COLECTOR 650 + PROTECTOR OBRA,"22570,49",,,"14219,41","14.219,41",,"0,00"
94252,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,MARCO INOX. C/P.+REJ.INOX.LISA,"56449,85",,,"35563,41","35.563,41",,"0,00"
94253,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,MARCO INOX.C/P+REJ.INOX.BASTON,"56449,85",,,"35563,41","35.563,41",,"0,00"
94254,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,MARCO INOX.C/P.+REJ.INOX.CUADR,"56449,85",,,"35563,41","35.563,41",,"0,00"
94255,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,SALIDA 40 GRIS,"5169,47",,,"3256,77","3.256,77",,"0,00"
94256,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,MARCO PP C/P+RE.PP BLANCA LISA,"13556,28",,,"8540,46","8.540,46",,"0,00"
94257,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,MARCO PP C/P+RE.PP BLANCA BAST,"13556,28",,,"8540,46","8.540,46",,"0,00"
94258,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,MARCO PP C/P+REJ.PP GRIS LISA,"13556,28",,,"8540,46","8.540,46",,"0,00"
94259,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,MARCO PP C/P+RE.PP GRIS BASTON,"13556,28",,,"8540,46","8.540,46",,"0,00"
94261,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,PROTECTOR OBRA DESAG.LINEAL,"5474,58",,,"3448,99","3.448,99",,"0,00"
94262,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,MARCO INOX.C/PROLONGADOR,"38389,62",,,"24185,46","24.185,46",,"0,00"
94263,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,MARCO PP C/PROLONGADOR,"9105,73",,,"5736,61","5.736,61",,"0,00"
94264,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,REP. REJILLA ACERO INOX LISA,"24485,37",,,"15425,78","15.425,78",,"0,00"
94265,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,REJILLA AC.INOX. BASTONES,"24485,48",,,"15425,85","15.425,85",,"0,00"
94266,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,REJILLA AC.INOX. CUADRADOS,"24485,48",,,"15425,85","15.425,85",,"0,00"
94267,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,REJILLA PP GRIS BASTONES,"6463,76",,,"4072,17","4.072,17",,"0,00"
94268,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,REJILLA PP GRIS LISA,"6463,76",,,"4072,17","4.072,17",,"0,00"
94269,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,REJILLA PP BLANCA BASTONES,"6463,76",,,"4072,17","4.072,17",,"0,00"
94270,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,REJILLA PP BLANCA LISA,"6463,76",,,"4072,17","4.072,17",,"0,00"
94271,A01 AWADUCT SIST,DESAGUE LINEAL DUCHABALCON 650,COLECTOR + MARCO + REJILLA INO,"63983,68",,,"40309,72","40.309,72",,"0,00"
92238,A01 AWADUCT SIST,DESCARGA,LAVATORIO 32 BLANCO,"2942,65",,,"1853,87","1.853,87",,"0,00"
92239,A01 AWADUCT SIST,DESCARGA,LAVATORIO 32 PLATEADO,"2942,65",,,"1853,87","1.853,87",,"0,00"
94210,A01 AWADUCT SIST,DESCARGA,INODORO BLANCO LOSA 40,"8941,84",,,"5633,36","5.633,36",,"0,00"
92077,A01 AWADUCT SIST,DISCO ANTIFILTRACIONES AWA.,110,"4065,66",,,"2561,37","2.561,37",,"0,00"
94097,A01 AWADUCT SIST,DISCO ANTIFILTRACIONES AWA.,110 AC. INOX.,"20156,63",,,"12698,68","12.698,68",,"0,00"
94215,A01 AWADUCT SIST,DISCO ANTIFILTRACIONES AWA.,HEMBRA 40,"6375,91",,,"4016,82","4.016,82",,"0,00"
94216,A01 AWADUCT SIST,DISCO ANTIFILTRACIONES AWA.,HEMBRA 50,"7334,06",,,"4620,46","4.620,46",,"0,00"
94217,A01 AWADUCT SIST,DISCO ANTIFILTRACIONES AWA.,HEMBRA 63,"7972,56",,,"5022,71","5.022,71",,"0,00"
94218,A01 AWADUCT SIST,DISCO ANTIFILTRACIONES AWA.,HEMBRA 110,"8707,46",,,"5485,70","5.485,70",,"0,00"
94153,A01 AWADUCT SIST,DISCOS C/ MEMBRANA,EMBUDO DISCO 63,"9000,9",,,"5670,57","5.670,57",,"0,00"
94160,A01 AWADUCT SIST,DISCOS C/ MEMBRANA,CON MEMBRANA 110,"9677,49",,,"6096,82","6.096,82",,"0,00"
94166,A01 AWADUCT SIST,DISCOS C/ MEMBRANA,DISCO 110 ACAN.,"10564,95",,,"6655,92","6.655,92",,"0,00"
94168,A01 AWADUCT SIST,DISCOS C/ MEMBRANA,DISCO 160,"15017,7",,,"9461,15","9.461,15",,"0,00"
98863,A01 AWADUCT SIST,DRENA KANAL 120,CANAL PLUVIAL 120MM 63 R.PP,"50340,71",,,"31714,65","31.714,65",,"0,00"
98864,A01 AWADUCT SIST,DRENA KANAL 120,CANAL PLUVIAL 120MM 63 R.ALUM.,"86157,29",,,"54279,09","54.279,09",,"0,00"
98868,A01 AWADUCT SIST,DRENA KANAL 120,REJILLA 120MM P.P.,"15229,11",,,"9594,34","9.594,34",,"0,00"
98869,A01 AWADUCT SIST,DRENA KANAL 120,REJILLA 120MM ALUMINIO,37960,,,"23914,80","23.914,80",,"0,00"
98890,A01 AWADUCT SIST,DRENA KANAL 120,MARCO 120MM PP y ALUMINIO,"1128,09",,,"710,70","710,70",,"0,00"
98865,A01 AWADUCT SIST,DRENA KANAL 150,C.PLUVIAL 150MM TERRA118 63 RP,"100850,56",,,"63535,85","63.535,85",,"0,00"
98866,A01 AWADUCT SIST,DRENA KANAL 150,C.PLUVIAL150MM TERRA118 63R.AL,"157649,54",,,"99319,21","99.319,21",,"0,00"
98867,A01 AWADUCT SIST,DRENA KANAL 150,CANAL 150CM TERRA110 63 R.FUND,"189174,32",,,"119179,82","119.179,82",,"0,00"
98891,A01 AWADUCT SIST,DRENA KANAL 150,REJILLA 150 MM P.P,"16921,25",,,"10660,39","10.660,39",,"0,00"
98892,A01 AWADUCT SIST,DRENA KANAL 150,REJILLA 150 MM ALUMINIO,"42726,12",,,"26917,46","26.917,46",,"0,00"
98893,A01 AWADUCT SIST,DRENA KANAL 150,TRABA MODELO 150 MM,"3102,22",,,"1954,40","1.954,40",,"0,00"
98894,A01 AWADUCT SIST,DRENA KANAL 150,REJILLA 150 MM FUNDICION,"75732,41",,,"47711,42","47.711,42",,"0,00"
98895,A01 AWADUCT SIST,DRENA KANAL 150,TRABA MOD. 150 STD,"4778,99",,,"3010,76","3.010,76",,"0,00"
94107,A01 AWADUCT SIST,EMBUDO,CONJ. EMB. Y MARCO VERT.S110,"19609,96",,,"12354,27","12.354,27",,"0,00"
94112,A01 AWADUCT SIST,EMBUDO,CONJ. EMB. Y MARCO HORIZ.S110,"20620,32",,,"12990,80","12.990,80",,"0,00"
94138,A01 AWADUCT SIST,EMBUDO,HORIZ PIRAMIDAL 20X20  110 AWA,"8598,28",,,"5416,92","5.416,92",,"0,00"
94139,A01 AWADUCT SIST,EMBUDO,HORIZONTAL AWADUCT 20X20  110,"8564,87",,,"5395,87","5.395,87",,"0,00"
94140,A01 AWADUCT SIST,EMBUDO,ACAN.105 C/REJ. PLAST.20X20,"7344,09",,,"4626,78","4.626,78",,"0,00"
94141,A01 AWADUCT SIST,EMBUDO,VERT. AZOTEA AWADUCT 20.20,"27955,44",,,"17611,93","17.611,93",,"0,00"
94142,A01 AWADUCT SIST,EMBUDO,VERT. AZOTEA AWA. REJ. CONICA,"24608,39",,,"15503,29","15.503,29",,"0,00"
94143,A01 AWADUCT SIST,EMBUDO,EMBUDO HORIZONTAL S110,"9005,08",,,"5673,20","5.673,20",,"0,00"
94144,A01 AWADUCT SIST,EMBUDO,EMBUDO HORIZONTAL S63,"7178,52",,,"4522,47","4.522,47",,"0,00"
94145,A01 AWADUCT SIST,EMBUDO,HORIZ. AZOTEA AWA. REJ. 20.20.,"27216,76",,,"17146,56","17.146,56",,"0,00"
94146,A01 AWADUCT SIST,EMBUDO,HORIZ. AZOTEA AWA. REJ. CONICA,"23958,79",,,"15094,04","15.094,04",,"0,00"
94147,A01 AWADUCT SIST,EMBUDO,CONJUNTO EMBUDO,"7844,01",,,"4941,73","4.941,73",,"0,00"
94148,A01 AWADUCT SIST,EMBUDO,PORTAREJILLA,"11765,95",,,"7412,55","7.412,55",,"0,00"
94155,A01 AWADUCT SIST,EMBUDO,FRONTAL AWADUCT 110 MM,"8368,78",,,"5272,33","5.272,33",,"0,00"
94157,A01 AWADUCT SIST,EMBUDO,FRONTAL C/MEMBRANA 50/63,"16093,43",,,"10138,86","10.138,86",,"0,00"
94158,A01 AWADUCT SIST,EMBUDO,FRONTAL C/MEMBRANA 110,"18157,05",,,"11438,94","11.438,94",,"0,00"
94159,A01 AWADUCT SIST,EMBUDO,DESAGUE 160,"10105,28",,,"6366,33","6.366,33",,"0,00"
94161,A01 AWADUCT SIST,EMBUDO,20 X 20 160Ø PIRAMIDAL,"10126,43",,,"6379,65","6.379,65",,"0,00"
94194,A01 AWADUCT SIST,EMBUDO,CONJ.EMB.Y MARCO.S110 30X30,"24241,19",,,"15271,95","15.271,95",,"0,00"
94195,A01 AWADUCT SIST,EMBUDO,CONJ.EMB.Y MARCO S160 30X30,"25492,72",,,"16060,41","16.060,41",,"0,00"
94196,A01 AWADUCT SIST,EMBUDO,MARCO Y REJILLA 30X30,"6373,07",,,"4015,03","4.015,03",,"0,00"
94197,A01 AWADUCT SIST,EMBUDO,VERTICAL C/REJ.S160 30X30,"19121,23",,,"12046,37","12.046,37",,"0,00"
94200,A01 AWADUCT SIST,EMBUDO,VERTICAL C/REJ.S110 30X30,"18727,94",,,"11798,60","11.798,60",,"0,00"
94209,A01 AWADUCT SIST,EMBUDO,CONJ. EMB. Y MARCO HORIZ.63,"18944,28",,,"11934,90","11.934,90",,"0,00"
94167,A01 AWADUCT SIST,GRAMPA FIJA/DESLIZ.,40-50-63 RAPICLAK,"683,9",,,"430,86","430,86",,"0,00"
94169,A01 AWADUCT SIST,GRAMPA FIJA/DESLIZ.,160 RAPICLACK,"1922,32",,,"1211,06","1.211,06",,"0,00"
94170,A01 AWADUCT SIST,GRAMPA FIJA/DESLIZ.,110 RAPICLACK,"1122,45",,,"707,14","707,14",,"0,00"
94171,A01 AWADUCT SIST,GRAMPA FIJA/DESLIZ.,VARILLA 3/16,"2024,29",,,"1275,30","1.275,30",,"0,00"
94172,A01 AWADUCT SIST,GRAMPA FIJA/DESLIZ.,VARILLA 1/4,"2746,21",,,"1730,11","1.730,11",,"0,00"
94173,A01 AWADUCT SIST,GRAMPA FIJA/DESLIZ.,TUERCA 3/16,"101,09",,,"63,69","63,69",,"0,00"
94174,A01 AWADUCT SIST,GRAMPA FIJA/DESLIZ.,TUERCA 1/4,"134,26",,,"84,58","84,58",,"0,00"
94175,A01 AWADUCT SIST,GRAMPA FIJA/DESLIZ.,ARANDELA 3/16,"50,37",,,"31,73","31,73",,"0,00"
94176,A01 AWADUCT SIST,GRAMPA FIJA/DESLIZ.,ARANDELA 1/4,"55,5",,,"34,97","34,97",,"0,00"
94177,A01 AWADUCT SIST,GRAMPA FIJA/DESLIZ.,BROCA 3/16,"1251,74",,,"788,60","788,60",,"0,00"
94178,A01 AWADUCT SIST,GRAMPA FIJA/DESLIZ.,BROCA 1/4,"1430,65",,,"901,31","901,31",,"0,00"
94567,A01 AWADUCT SIST,GRAMPA FIJA/DESLIZ.,40-50-63 RAPICLAK INTEMPERIE,"732,02",,,"461,17","461,17",,"0,00"
92013,A01 AWADUCT SIST,MANGUITO REPAR.AWAD.,HH 40*,"1062,04",,,"669,09","669,09",,"0,00"
92014,A01 AWADUCT SIST,MANGUITO REPAR.AWAD.,HH 50,"1166,34",,,"734,79","734,79",,"0,00"
92015,A01 AWADUCT SIST,MANGUITO REPAR.AWAD.,HH 63*,"1548,93",,,"975,83","975,83",,"0,00"
92016,A01 AWADUCT SIST,MANGUITO REPAR.AWAD.,HH 110**,"3446,03",,,"2171,00","2.171,00",,"0,00"
92213,A01 AWADUCT SIST,MANGUITO REPAR.AWAD.,HHC. Ø40,"1274,55",,,"802,97","802,97",,"0,00"
92214,A01 AWADUCT SIST,MANGUITO REPAR.AWAD.,HHC. Ø50,"1399,31",,,"881,57","881,57",,"0,00"
92215,A01 AWADUCT SIST,MANGUITO REPAR.AWAD.,HHC. Ø63,"1858,88",,,"1171,09","1.171,09",,"0,00"
92216,A01 AWADUCT SIST,MANGUITO REPAR.AWAD.,HH 110 HHC,"3803,77",,,"2396,38","2.396,38",,"0,00"
92267,A01 AWADUCT SIST,MANGUITO REPAR.AWAD.,"HH 32""","1036,77",,,"653,17","653,17",,"0,00"
92513,A01 AWADUCT SIST,MANGUITO REPAR.AWAD.,HH 40 ITEMPERIE,"1220,41",,,"768,86","768,86",,"0,00"
92514,A01 AWADUCT SIST,MANGUITO REPAR.AWAD.,HH 50 INTEMPERIE,"1338,68",,,"843,37","843,37",,"0,00"
92515,A01 AWADUCT SIST,MANGUITO REPAR.AWAD.,HH 63 INTEMPERIE,"1779,47",,,"1121,07","1.121,07",,"0,00"
92516,A01 AWADUCT SIST,MANGUITO REPAR.AWAD.,HH 110 INTEMPERIE,"3960,26",,,"2494,96","2.494,96",,"0,00"
96008,A01 AWADUCT SIST,MANGUITO REPAR.AWAD.,HH 160C/TOPE,"18628,78",,,"11736,13","11.736,13",,"0,00"
96009,A01 AWADUCT SIST,MANGUITO REPAR.AWAD.,HH 160,"18628,78",,,"11736,13","11.736,13",,"0,00"
96509,A01 AWADUCT SIST,MANGUITO REPAR.AWAD.,HH 160 INTEMPERIE,"21422,97",,,"13496,47","13.496,47",,"0,00"
94000,A01 AWADUCT SIST,ORING,AWADUCT DOBLE LABIO  32,"1446,86",,,"911,52","911,52",,"0,00"
94010,A01 AWADUCT SIST,ORING,AWADUCT DOBLE LABIO  40,"1525,68",,,"961,18","961,18",,"0,00"
94011,A01 AWADUCT SIST,ORING,AWADUCT DOBLE LABIO  50,"1755,68",,,"1106,08","1.106,08",,"0,00"
94012,A01 AWADUCT SIST,ORING,AWADUCT DOBLE LABIO  63,"2219,58",,,"1398,34","1.398,34",,"0,00"
94013,A01 AWADUCT SIST,ORING,AWADUCT DOBLE LABIO  110,"2974,63",,,"1874,02","1.874,02",,"0,00"
94014,A01 AWADUCT SIST,ORING,AWADUCT DOBLE LABIO  160,"8065,45",,,"5081,23","5.081,23",,"0,00"
94015,A01 AWADUCT SIST,ORING,AWADUCT DOBLE LABIO  75,"2974,63",,,"1874,02","1.874,02",,"0,00"
94100,A01 AWADUCT SIST,ORING,M.O.L. TRIPLE LABIO 110,"1245,15",,,"784,44","784,44",,"0,00"
94101,A01 AWADUCT SIST,ORING,M.O.L. TRIPLE LABIO 160,"2907,79",,,"1831,91","1.831,91",,"0,00"
94120,A01 AWADUCT SIST,ORING,M.O.L. TRIPLE LABIO 200,"4933,43",,,"3108,06","3.108,06",,"0,00"
